effect_bundles_tables	1
key	localised_description	localised_title	ui_icon	bundle_target
vik_spend_culture_5	When a culture is advanced, all its people benefit.	Cultural Benefits	campaign_movement.png	faction
vik_spend_culture_6	When a culture is advanced, all its people benefit.	Cultural Benefits	campaign_movement.png	faction
vik_spend_culture_7	When a culture is advanced, all its people benefit.	Cultural Benefits	attrition.png	faction
vik_spend_culture_8	When a culture is advanced, all its people benefit.	Cultural Benefits	wealth.png	faction
vik_spend_culture_9	When a culture is advanced, all its people benefit.	Cultural Benefits	wealth.png	faction
vik_stance_ambush	Conceals this army, allowing surprise attacks against passing enemies.	Stance: Ambush	icon_effects_ambush.png	force
vik_stance_blockading	Makes ready to capture a coastal settlement.	Situation: Blockading	artillery.png	force
vik_stance_default	Traverses the world as normal.	Stance: None	icon_army.png	force
vik_stance_docked	Safeguards the local coastal settlement.	Situation: Docked	icon_patrol.png	force
vik_stance_double_time	Increases this fleet's campaign map navigation range.	Stance: Double Time!	icon_effects_double_time.png	force
vik_stance_forced_march	Increases this army's campaign map marching range.	Stance: Forced March	icon_effects_forced_march.png	force
vik_stance_fortify	Establishes a fortified encampment.	Stance: Fortify	icon_fortify.png	force
vik_stance_fortify_west_seaxe	Establishes a fortified encampment	Stance: Fortify	icon_fortify.png	force
vik_stance_garrisoned	Safeguards the local settlement.	Situation: Garrisoned	icon_fortify.png	force
vik_stance_laying_siege	Makes ready to capture a settlement.	Situation: Laying Siege	artillery.png	force
vik_stance_mustering	Builds up this army's strength.	Situation: Mustering	replenishment.png	force
vik_stance_mustering_navy	Builds up this fleet's strength.	Situation: Mustering	replenishment.png	force
vik_stance_patrol	Patrols the seas.	Stance: Patrol	icon_patrol.png	force
vik_stance_raiding	Raids wealth from the local region. Also raids trade income when standing on trade routes, in which case raiding will incur diplomatic penalties with all factions using it.	Stance: Raiding	icon_raiding.png	force
vik_stance_raiding_gaelic	Raids wealth from the local region. Also raids trade income when standing on trade routes, in which case raiding will incur diplomatic penalties with all factions using it.	Stance: Raiding	icon_raiding.png	force
vik_stance_raiding_navy	Raids wealth from adjacent land regions. Also raids trade income when standing on trade routes.	Stance: Raiding	icon_raiding.png	force
vik_starting_rebels_defeated	Your people are happy and are eager to join your armies.	Internal Stability	public_order_positive.png	faction
vik_strat_clut_bonus_1	From small beginnings do vast empires grow.	Map Control - Territory	public_order_positive.png	faction
vik_strat_clut_bonus_2	Such growth so quickly is bound to attract the wrong kind of attention.	Map Control - Domain	public_order_positive.png	faction
vik_strat_clut_bonus_3	Everyone has learned of, and few dispute, your growing ascendancy.	Map Control - Dominion	public_order_positive.png	faction
vik_strat_clut_bonus_4	Very soon, you will have no need of others to guide your course.	Map Control - Province	public_order_positive.png	faction
vik_strat_clut_bonus_5	A player on the world stage, no less, and worthy of respect.	Map Control - State	public_order_positive.png	faction
vik_strat_clut_bonus_6	Your sovereignty over these islands is beyond dispute - you are ruler of all you survey... for now at least.	Map Control - Kingdom	public_order_positive.png	faction
vik_strat_clut_bonus_7	"Let all acknowledge that we have come as masters to rule."	Map Control - Realm	public_order_positive.png	faction
vik_tob_dilemma_recruitment_2_cavalry	We've butchered a portion of our herds to provide for the people.	Horse Meat	food_positive.png	faction
vik_tob_dilemma_recruitment_2_spear	Our industry has slowed down due to a scarcity of tools.	Idle Workforce	wealth_negative.png	faction
vik_tob_dilemma_recruitment_2_sword	The wronged blacksmiths are spreading word of your tyrannical behaviour.	Blacksmiths' Grudge	public_order_negative.png	faction
vik_trait_category_brutish	There are times when coarse and ferine ways, lacking finesse and judgement, are exactly what’s required to win the day. \n\n[[rgba:255:255:255:1]]When this trait group is active:[[/rgba]]	Brutish	allegiance.png	character
vik_trait_category_cowardly	Battle and its bloody ways are not for faint-hearted poltroons, whose timorous lack of spirit defines their waking hours. \n\n[[rgba:255:255:255:1]]When this trait group is active:[[/rgba]]	Cowardly	allegiance.png	character
vik_trait_category_experience	There’s simply no substitute for the insight and understanding gained from a life lived on the very bleeding edge.	Experience	allegiance.png	character
vik_trait_category_foolish	Fools rush in; their incautious imprudence often leads to death – and not just their own either. \n\n[[rgba:255:255:255:1]]When this trait group is active:[[/rgba]]	Foolish	allegiance.png	character
vik_trait_category_heroic	The undaunted, the courageous and the brave gain the respect of all through their stout-hearted, if not always well-considered, actions. \n\n[[rgba:255:255:255:1]]When this trait group is active:[[/rgba]]	Heroic	allegiance.png	character
vik_trait_category_industrious	Work maketh the man, the kingdom, the world. \n\n[[rgba:255:255:255:1]]When this trait group is active:[[/rgba]]	Industrious	allegiance.png	character
vik_trait_category_items	Objects collected along life's winding track may prove vital at some later juncture. 	Items	allegiance.png	character
vik_trait_category_legendary	Some deeds – and the men who accomplish them – are the stuff of legend, to be passed down the ages for perpetuity.	Legendary	allegiance.png	character
vik_trait_category_malicious	In an age where intrigue and betrayal define the politics of power, baleful malignance can take a man to the very top of the pyramid. \n\n[[rgba:255:255:255:1]]When this trait groups is active:[[/rgba]]	Malicious	allegiance.png	character
vik_trait_category_noble	Some characteristics cannot be learned, but instead are bestowed upon the individual before they are even born. \n\n[[rgba:255:255:255:1]]When this trait groups is active:[[/rgba]]	Noble	allegiance.png	character
vik_trait_category_personality	Nature and nurture, in tandem, define the measure of a man.	Personality	allegiance.png	character
vik_trait_category_sinful	The tiny wrath that inflames passion leads the sinner away from Christ and down the path to damnation. \n\n[[rgba:255:255:255:1]]When this trait group is active:[[/rgba]]	Sinful	allegiance.png	character
vik_trait_category_virtuous	In this violent, unforgiving world, selfless displays of moral fortitude set a man head and shoulders above his peers. \n\n[[rgba:255:255:255:1]]When this trait group is active:[[/rgba]]	Virtuous	allegiance.png	character
vik_trait_category_wise	Wisdom cannot be taught, only learned over a lifetime of struggle and sacrifice. \n\n[[rgba:255:255:255:1]]When this trait group is active:[[/rgba]]	Wise	allegiance.png	character
vik_treaty_alfred_guthrum_east_engle	The peace signed between these two leaders is still in-effect, keeping relations between their nations cordial for now.	The Treaty of Alfred & Guthrum	diplomacy.png	faction
vik_treaty_alfred_guthrum_west_seaxe	The peace signed between these two leaders is still in-effect, keeping relations between their nations cordial for now.	The Treaty of Alfred & Guthrum	diplomacy.png	faction
vik_tribute_0	There is no tribute forthcoming. Maybe it's time to crack some heads?\n\nIncrease tribute by taking part in battles, demanding payments and from expeditions. Tribute naturally declines as time passes.	Tribute	cult_sea_kings_tribute_negative.png	faction
vik_tribute_1	Those in your thrall must know their place, and pay tribute!\n\nIncrease tribute by taking part in battles, demanding payments and from expeditions. Tribute naturally declines as time passes.	Tribute	cult_sea_kings_tribute.png	faction
vik_tribute_10	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_tribute_2	Those in your thrall must know their place, and pay tribute!\n\nIncrease tribute by taking part in battles, demanding payments and from expeditions. Tribute naturally declines as time passes.	Tribute	cult_sea_kings_tribute.png	faction
vik_tribute_3	Those in your thrall must know their place, and pay tribute!\n\nIncrease tribute by taking part in battles, demanding payments and from expeditions. Tribute naturally declines as time passes.	Tribute	cult_sea_kings_tribute.png	faction
vik_tribute_4	Those in your thrall must know their place, and pay tribute!\n\nIncrease tribute by taking part in battles, demanding payments and from expeditions. Tribute naturally declines as time passes.	Tribute	cult_sea_kings_tribute.png	faction
vik_tribute_5	"We're going to need a bigger hall."	Tribute	cult_sea_kings_tribute.png	faction
vik_tribute_6	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_tribute_7	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_tribute_8	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_tribute_9	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_tribute_max	"We're going to need a bigger hall."	Tribute	cult_sea_kings_tribute.png	faction
vik_tribute_negative_1	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_tribute_negative_2	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_tribute_positive_1	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_virtuous_trait_agricultural_estates	[PH]	[PH]	faction_leader.png	faction
vik_virtuous_trait_noble_estates	[PH]	[PH]	faction_leader.png	faction
vik_virtuous_trait_religious_estates	[PH]	[PH]	faction_leader.png	faction
vik_war_fervour_-1	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	War Fervour	war_fervour_13.png	faction
vik_war_fervour_-2	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	War Fervour	war_fervour_16.png	faction
vik_war_fervour_-3	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	War Fervour	war_fervour_19.png	faction
vik_war_fervour_0	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	War Fervour	war_fervour_10.png	faction
vik_war_fervour_1	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	War Fervour	war_fervour_7.png	faction
vik_war_fervour_2	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	War Fervour	war_fervour_4.png	faction
vik_war_fervour_3	War fervour measures your people's appetite for war. It's affected by the number of wars you are in as well as whether you border your opponents. Decrees, faction leader influence, as well as unique faction mechanics can all impact your factions War Fervour.\n\nOn higher difficulty settings you lose more war fervour for each war you are engaged in.	War Fervour	war_fervour_1.png	faction
vik_westsexa_dilemma_1_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	icon_army.png	faction
vik_westsexa_dilemma_1_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	icon_army.png	faction
vik_westsexa_dilemma_1_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	icon_army.png	faction
vik_westsexa_dilemma_1_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	icon_army.png	faction
vik_westsexa_dilemma_2_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	icon_army.png	faction
vik_westsexa_dilemma_2_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	icon_army.png	faction
vik_westsexa_dilemma_2_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	icon_army.png	faction
vik_westsexa_dilemma_2_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	icon_army.png	faction
vik_westsexa_dilemma_3_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	public_order_neutral.png	faction
vik_westsexa_dilemma_3_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	public_order_neutral.png	faction
vik_westsexa_dilemma_3_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	wealth.png	faction
vik_westsexa_dilemma_3_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	wealth.png	faction
vik_westsexa_dilemma_4_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	resource.png	faction
vik_westsexa_dilemma_4_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	resource.png	faction
vik_westsexa_dilemma_4_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	wealth.png	faction
vik_westsexa_dilemma_4_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	wealth.png	faction
vik_westsexa_dilemma_5_1	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	faction_leader.png	faction
vik_westsexa_dilemma_5_2	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	faction_leader.png	faction
vik_westsexa_dilemma_5_3	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	faction_leader.png	faction
vik_westsexa_dilemma_5_4	Having considered the matter from every conceivable angle, the learned Witan have reached their conclusion.	The Wise Men Meet	faction_leader.png	faction
vik_wise_trait_agricultural_estates	[PH]	[PH]	faction_leader.png	faction
vik_wise_trait_noble_estates	[PH]	[PH]	faction_leader.png	faction
vik_wise_trait_religious_estates	[PH]	[PH]	faction_leader.png	faction
